model,step,date,ret,mu_max,eps_max,epsilon,epsilon_fraction,status,status_code,status_description
SAA-Markowitz,0,2021-01-04,0.00047727566863884794,0.001249063683821806,0.00031898370239258757,0.0,,optimal,2,Solucion optima
SAA-Markowitz,1,2021-01-05,0.016846151047761784,0.001203773662431662,0.00036866443122684524,0.0,,optimal,2,Solucion optima
SAA-Markowitz,2,2021-01-06,-0.005849556196951771,0.0013035875673493476,0.00040028686321375413,0.0,,optimal,2,Solucion optima
SAA-Markowitz,3,2021-01-07,0.001723101334500557,0.0014036505493273928,0.00038559596940025416,0.0,,optimal,2,Solucion optima
SAA-Markowitz,4,2021-01-08,0.001570445922683775,0.0014765849772395384,0.00036124543768469665,0.0,,optimal,2,Solucion optima
SAA-Markowitz,5,2021-01-12,0.025418036667601708,0.001615836246331881,0.0003837611085038217,0.0,,optimal,2,Solucion optima
SAA-Markowitz,6,2021-01-13,-0.003554999251022302,0.0016498987212977179,0.000391850946308208,0.0,,optimal,2,Solucion optima
SAA-Markowitz,7,2021-01-14,0.00023337215787199545,0.0015994215219200577,0.00037986261145601366,0.0,,optimal,2,Solucion optima
SAA-Markowitz,8,2021-01-15,-1.3040540873629329e-05,0.0015546280307539829,0.000369224157304071,0.0,,optimal,2,Solucion optima
SAA-Markowitz,9,2021-01-18,-0.012145462317767402,0.001495602125651222,0.0003552055048421653,0.0,,optimal,2,Solucion optima
SAA-Markowitz,10,2021-01-19,0.029407432326804483,0.0013741120504675963,0.0003263516119860542,0.0,,optimal,2,Solucion optima
SAA-Markowitz,11,2021-01-20,0.00042245612860175195,0.0015496389561687064,0.0003680392520900678,0.0,,optimal,2,Solucion optima
SAA-Markowitz,12,2021-01-21,-0.014568046716849269,0.0015682881267499048,0.0003729461758547554,0.0,,optimal,2,Solucion optima
SAA-Markowitz,13,2021-01-22,-0.017969888239023415,0.0014225997964628979,0.0003554434456417519,0.0,,optimal,2,Solucion optima
SAA-Markowitz,14,2021-01-25,-0.006336649580295666,0.0012241748887522783,0.00034273541179232256,0.0,,optimal,2,Solucion optima
SAA-Markowitz,15,2021-01-26,-0.0028809921480468614,0.0012470202374464433,0.0002961673063935303,0.0,,optimal,2,Solucion optima
SAA-Markowitz,16,2021-01-27,-0.01840721903476216,0.0012442455741150731,0.0002957385399095921,0.0,,optimal,2,Solucion optima
SAA-Markowitz,17,2021-01-28,-0.0032070922157283197,0.0011446800605172316,0.0002718615143728424,0.0,,optimal,2,Solucion optima
SAA-Markowitz,18,2021-01-29,-0.021157660993393557,0.0011307299691256198,0.00026854836766733464,0.0,,optimal,2,Solucion optima
SAA-Markowitz,19,2021-02-01,-0.012612213526189903,0.0011715540782081839,0.00027824409357444363,0.0,,optimal,2,Solucion optima
SAA-Markowitz,20,2021-02-02,-0.007210472610642737,0.001066720587886504,0.0002533461396230447,0.0,,optimal,2,Solucion optima
SAA-Markowitz,21,2021-02-03,-0.00771392563266853,0.001022003881077545,0.00024272592175591688,0.0,,optimal,2,Solucion optima
SAA-Markowitz,22,2021-02-04,-0.009880088421492725,0.000949976589505074,0.00022561944000745507,0.0,,optimal,2,Solucion optima
SAA-Markowitz,23,2021-02-05,0.011764721034258812,0.0008818085873817259,0.00023398112049195316,0.0,,optimal,2,Solucion optima
SAA-Markowitz,24,2021-02-08,0.009493314206842568,0.0009319031391960367,0.00023711693301005092,0.0,,optimal,2,Solucion optima
SAA-Markowitz,25,2021-02-09,-0.006229867865688575,0.0010506556587501134,0.00025031662754865713,0.0,,optimal,2,Solucion optima
SAA-Markowitz,26,2021-02-10,-0.00791939099993997,0.0010812044318275337,0.0002568437598210886,0.0,,optimal,2,Solucion optima
SAA-Markowitz,27,2021-02-11,0.009079993453932077,0.0010362798302268649,0.0002461164596788804,0.0,,optimal,2,Solucion optima
SAA-Markowitz,28,2021-02-12,-0.01104290707656104,0.0011575643759980457,0.0002749215392995359,0.0,,optimal,2,Solucion optima
SAA-Markowitz,29,2021-02-15,-0.0020212513222144513,0.0011639027678403174,0.0002794071541761258,0.0,,optimal,2,Solucion optima
SAA-Markowitz,30,2021-02-16,-0.002484346896809913,0.001112594758512128,0.00026424125514663035,0.0,,optimal,2,Solucion optima
