"Date","Price","Open","High","Low","Vol.","Change %"
"02/13/2026","93,600.00","92,980.00","93,600.00","92,980.00","1.91K","0.65%"
"02/12/2026","93,000.00","93,500.00","93,500.00","93,000.00","2.95K","-3.08%"
"02/11/2026","95,960.00","92,960.00","95,960.00","92,900.00","2.63K","3.29%"
"02/10/2026","92,900.00","92,880.00","92,900.00","92,880.00","1.20K","0.98%"
"02/09/2026","92,000.00","92,000.00","92,000.00","92,000.00","1.19K","0.66%"
"02/06/2026","91,400.00","90,100.00","91,400.00","90,100.00","2.62K","1.44%"
"02/05/2026","90,100.00","92,840.00","92,840.00","90,000.00","6.84K","-4.72%"
"02/04/2026","94,560.00","95,520.00","95,520.00","93,200.00","8.60K","-1.50%"
"02/03/2026","96,000.00","96,000.00","96,000.00","95,500.00","7.52K","0.00%"
"02/02/2026","96,000.00","98,200.00","98,200.00","95,840.00","5.84K","-2.24%"
"01/30/2026","98,200.00","98,300.00","98,300.00","97,500.00","2.04K","-0.81%"
"01/29/2026","99,000.00","97,500.00","99,000.00","96,600.00","4.16K","2.59%"
"01/28/2026","96,500.00","95,000.00","96,500.00","95,000.00","4.89K","2.12%"
"01/27/2026","94,500.00","90,820.00","94,500.00","90,820.00","6.35K","4.05%"
"01/26/2026","90,820.00","90,200.00","90,820.00","90,020.00","3.00K","0.69%"
"01/23/2026","90,200.00","90,520.00","90,940.00","90,200.00","14.86K","-0.35%"
"01/22/2026","90,520.00","90,520.00","90,800.00","90,500.00","3.12K","-0.53%"
"01/21/2026","91,000.00","90,200.00","91,380.00","90,200.00","4.97K","1.11%"
"01/20/2026","90,000.00","89,940.00","90,140.00","89,900.00","5.08K","0.09%"
"01/19/2026","89,920.00","90,340.00","90,340.00","89,140.00","43.95K","-0.46%"
"01/16/2026","90,340.00","90,400.00","90,400.00","89,000.00","4.98K","-0.18%"
"01/15/2026","90,500.00","90,000.00","90,500.00","88,700.00","6.43K","0.31%"
"01/14/2026","90,220.00","89,560.00","90,480.00","88,800.00","5.18K","0.74%"
"01/13/2026","89,560.00","90,060.00","90,060.00","88,860.00","3.96K","-0.56%"
"01/09/2026","90,060.00","90,480.00","90,500.00","89,140.00","2.90K","1.46%"
