model,step,date,ret,mu_max,eps_max,epsilon,epsilon_fraction,status,status_code,status_description
2-WDRO-Markowitz (eps=0.50),0,2021-01-04,-0.007000037105830135,0.001249063683821806,0.0009237560729049304,0.0004618780364524652,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),1,2021-01-05,0.014050806515254807,0.001203773662431662,0.0009506344463527117,0.00047531722317635587,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),2,2021-01-06,-0.004928651690590471,0.0013035875673493476,0.0010800995070157286,0.0005400497535078643,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),3,2021-01-07,0.0005242673838573905,0.0014036505493273928,0.0011508651380959997,0.0005754325690479999,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),4,2021-01-08,0.0025280389698624176,0.0014765849772395384,0.0011409501296525358,0.0005704750648262679,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),5,2021-01-12,0.01721226117690801,0.001615836246331881,0.0012160222421436341,0.0006080111210718171,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),6,2021-01-13,-0.002636855011916038,0.0016498987212977179,0.0012745292307059597,0.0006372646153529799,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),7,2021-01-14,0.006560733092837585,0.0015994215219200577,0.001192829730378399,0.0005964148651891996,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),8,2021-01-15,0.0010184880773661564,0.0015546280307539829,0.0011852107651162329,0.0005926053825581164,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),9,2021-01-18,-0.006669810338153367,0.001495602125651222,0.0011341797940542752,0.0005670898970271376,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),10,2021-01-19,0.021126283021222277,0.0013741120504675963,0.0009998861971366668,0.0004999430985683334,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),11,2021-01-20,0.00034578385180142335,0.0015496389561687064,0.0012325902392144913,0.0006162951196072457,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),12,2021-01-21,-0.011730745547027004,0.0015682881267499048,0.0012612743861694117,0.0006306371930847059,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),13,2021-01-22,-0.010309577559393022,0.0014225997964628979,0.0011342293654089128,0.0005671146827044564,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),14,2021-01-25,-0.009289835026291944,0.0012241748887522783,0.0009751779870639508,0.0004875889935319754,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),15,2021-01-26,-0.0014133432484883268,0.0012470202374464433,0.0008326831275261598,0.0004163415637630799,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),16,2021-01-27,-0.014347362581291132,0.0012442455741150731,0.0008685691654557238,0.0004342845827278619,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),17,2021-01-28,-0.00014899411002441444,0.0011446800605172316,0.0007216281012715178,0.0003608140506357589,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),18,2021-01-29,-0.024138684586546826,0.0011307299691256198,0.0007058694267361238,0.0003529347133680619,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),19,2021-02-01,-0.0073772299141230775,0.0011715540782081839,0.0006561319009058781,0.00032806595045293906,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),20,2021-02-02,-0.004777066498403699,0.001066720587886504,0.0005728268684695885,0.00028641343423479424,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),21,2021-02-03,-0.005730677919127598,0.001022003881077545,0.0005422396207872736,0.0002711198103936368,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),22,2021-02-04,-0.00834785480570593,0.000949976589505074,0.00045951479082947233,0.00022975739541473617,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),23,2021-02-05,0.011522731518107522,0.0008818085873817259,0.0004448999578391511,0.00022244997891957555,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),24,2021-02-08,0.007941804280025642,0.0009319031391960367,0.0004934193869437544,0.0002467096934718772,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),25,2021-02-09,-0.00558822398556261,0.0010506556587501134,0.0005997901845682128,0.0002998950922841064,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),26,2021-02-10,-0.0056047189526682445,0.0010812044318275337,0.0006287649279392981,0.00031438246396964904,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),27,2021-02-11,0.009136491508269591,0.0010362798302268649,0.0005613020460864507,0.00028065102304322535,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),28,2021-02-12,-0.009421532039930302,0.0011575643759980457,0.0006464194121708258,0.0003232097060854129,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),29,2021-02-15,-0.0003500892541479562,0.0011639027678403174,0.000744178877635564,0.000372089438817782,0.5,optimal,2,optimal
2-WDRO-Markowitz (eps=0.50),30,2021-02-16,-0.004061055520416612,0.001112594758512128,0.0006523320806123964,0.0003261660403061982,0.5,optimal,2,optimal
