model,step,date,ret,mu_max,eps_max,epsilon,epsilon_fraction,status,status_code,status_description
2-WDRO-CVaR-M (eps=0.75),0,2021-01-04,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),1,2021-01-05,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),2,2021-01-06,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),3,2021-01-07,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),4,2021-01-08,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),5,2021-01-12,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),6,2021-01-13,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),7,2021-01-14,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),8,2021-01-15,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),9,2021-01-18,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),10,2021-01-19,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),11,2021-01-20,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),12,2021-01-21,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),13,2021-01-22,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),14,2021-01-25,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),15,2021-01-26,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),16,2021-01-27,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),17,2021-01-28,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),18,2021-01-29,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),19,2021-02-01,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),20,2021-02-02,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),21,2021-02-03,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),22,2021-02-04,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),23,2021-02-05,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),24,2021-02-08,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),25,2021-02-09,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),26,2021-02-10,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),27,2021-02-11,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),28,2021-02-12,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),29,2021-02-15,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),30,2021-02-16,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),31,2021-02-17,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),32,2021-02-18,,,,,0.75,error,-1,desconocido
2-WDRO-CVaR-M (eps=0.75),33,2021-02-19,,,,,0.75,error,-1,desconocido
