model,step,date,ret,mu_max,eps_max,epsilon,status,status_code,status_description
2-WDRO-Markowitz,0,2021-01-04,-0.004632430098642102,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-05,0.015539235773081996,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-06,-0.0034569159390764187,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-07,0.002244191670717907,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-08,0.003294395103153305,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-09,0.016923289429077497,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-10,-0.0010343795765073807,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-11,0.009267025790497445,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-12,0.0017054577698131495,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-13,-0.00766859497725595,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-14,0.021627551037948875,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-15,0.00032642489794630826,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-16,-0.013425491703272452,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-17,-0.013575236787860104,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-18,-0.012618874247104611,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-19,-0.00013113064230856227,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-20,-0.017588160619005654,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-21,-0.0005671513978125232,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-22,-0.02324393163527602,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-23,-0.0008809836572350608,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,0,2021-01-24,-0.0025945876889112837,0.001249063683821806,0.0009237560729049304,0.0006928170546786979,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-03,-0.008145593372494406,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-04,-0.008334520595109403,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-05,0.010213965058610169,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-06,0.014028099409876421,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-07,-0.006921702927235923,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-08,-0.00537039083800084,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-09,0.012259914186423044,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-10,-0.007791860094295363,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-11,-0.001283137459097297,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-12,-0.004933003689895195,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-13,-0.004147383465849746,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-14,9.023809740587198e-05,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-15,0.0007692821982117612,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-16,-0.013784998904973703,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-17,0.0024309387167107733,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-18,0.010991466111241313,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-19,-0.0031994557057027384,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-20,0.0023755409182579642,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-21,0.008794903371089539,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-22,0.0006930734306755576,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,1,2021-02-23,6.358128293278624e-05,0.001022003881077545,0.0005422396207872736,0.00040667971559045523,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-04,-0.013907272994747618,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-05,0.008210218027023984,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-06,-0.00021119246678151217,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-07,0.002697284208494462,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-08,0.0012424185523987551,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-09,-0.003787991958809878,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-10,0.003265357859439233,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-11,-0.0022165634020426214,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-12,-0.004580841201052199,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-13,0.008677361745824331,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-14,-0.00038727416901929705,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-15,-0.00021665438721430396,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-16,-0.007090515568951592,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-17,0.006639750208633916,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-18,-0.0021374529637343026,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-19,0.0056817304272416954,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-20,-0.0018396229529075733,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-21,0.014593018282734349,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-22,0.012291473503414481,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-23,0.004757726815896873,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,2,2021-03-24,-0.009349240927551388,0.0008447653149566775,0.00043559917738971354,0.00032669938304228513,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-07,0.002664249148001619,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-08,-0.005137086772257719,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-09,0.0021035504137137694,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-10,-0.004151890595761514,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-11,-0.0012945984944437298,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-12,0.0028953677425994965,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-13,-0.000525744896585887,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-14,-0.0036562510941663172,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-15,0.003780359798340447,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-16,0.0017206418119074412,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-17,-0.002651011314716757,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-18,-0.00755362662666502,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-19,-0.006660629698677801,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-20,0.004144124973408326,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-21,0.004767755014187428,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-22,-0.008646354090820702,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
2-WDRO-Markowitz,3,2021-04-23,-0.001563292013215908,0.003110870160275717,0.005023629519235237,0.003767722139426428,optimal,2,Solución óptima
